,bagging_fraction,bagging_freq,boosting_type,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_bin,metric,min_data_in_leaf,min_gain_to_split,num_boost_round,num_class,num_leaves,num_threads,objective,reduced_dimension,loss,accuracy_score_train,accuracy_score_valid,accuracy_score_test,,precision_score_test,recall_score_test,f1_score_test,status
178,0.4,5,gbdt,0.6,2,45,0.080233216,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.736045078,-0.537743398,0.836132461,0.540499689,0.537743398,0.298389063,0.537743398,0.537743398,0.537743398,ok
218,0.4,1,gbdt,0.6,2,45,0.0910853,200,multi_error,750,0.6,1000,3,125,12,multiclass,0.696521288,-0.537565573,0.838582522,0.540529326,0.537565573,0.301016949,0.537565573,0.537565573,0.537565573,ok
275,0.6,2,gbdt,0.4,2,45,0.084809107,128,multi_error,1800,0.6,1000,3,100,12,multiclass,0.671065657,-0.537506298,0.724713995,0.533357043,0.537506298,0.187207697,0.537506298,0.537506298,0.537506298,ok
34,0.4,2,gbdt,0.6,1,15,0.05,255,multi_error,750,0.4,1000,3,100,12,multiclass,0.8,-0.537417385,0.789452886,0.541507365,0.537417385,0.252035501,0.537417385,0.537417385,0.537417385,ok
163,0.6,2,gbdt,0.6,5,135,0.090903156,255,multi_error,750,0.8,1000,3,50,12,multiclass,0.674059971,-0.537387748,0.809003971,0.545597344,0.537387748,0.271616223,0.537387748,0.537387748,0.537387748,ok
241,0.6,1,gbdt,0.6,10,135,0.082599908,255,multi_error,1800,0.8,1000,3,125,12,multiclass,0.740259551,-0.537091373,0.704708463,0.535668771,0.537091373,0.16761709,0.537091373,0.537091373,0.537091373,ok
226,0.6,3,gbdt,0.2,2,135,0.06242387,200,multi_error,1200,0.6,1000,3,125,12,multiclass,0.714263227,-0.537061735,0.717976329,0.537180285,0.537061735,0.180914594,0.537061735,0.537061735,0.537061735,ok
135,0.6,2,gbdt,0.6,10,15,0.074017441,128,multi_error,750,1.2,1000,3,100,12,multiclass,0.704407409,-0.537032097,0.71960641,0.536172609,0.537032097,0.182574313,0.537032097,0.537032097,0.537032097,ok
156,0.6,1,gbdt,0.6,2,15,0.069840164,255,multi_error,750,1.2,1000,3,150,12,multiclass,0.67364411,-0.536913547,0.788129063,0.541892653,0.536913547,0.251215516,0.536913547,0.536913547,0.536913547,ok
172,0.6,2,gbdt,0.1,2,45,0.085223363,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.729456215,-0.536735722,0.82320049,0.537447023,0.536735722,0.286464768,0.536735722,0.536735722,0.536735722,ok
217,0.6,2,gbdt,0.2,2,270,0.096273978,128,multi_error,750,0.6,1000,3,125,12,multiclass,0.727429752,-0.536439347,0.803135682,0.541299902,0.536439347,0.266696335,0.536439347,0.536439347,0.536439347,ok
272,0.4,5,gbdt,0.6,2,15,0.087622489,255,multi_error,750,0.6,1000,3,150,12,multiclass,0.678473857,-0.536409709,0.845982099,0.541122077,0.536409709,0.30957239,0.536409709,0.536409709,0.536409709,ok
120,0.6,5,gbdt,0.4,5,270,0.093067074,128,multi_error,1200,0.6,1000,3,100,12,multiclass,0.733840697,-0.536380072,0.760625161,0.540914614,0.536380072,0.224245089,0.536380072,0.536380072,0.536380072,ok
122,0.6,5,gbdt,0.4,5,270,0.069767437,128,multi_error,1200,0.6,1000,3,100,12,multiclass,0.735047737,-0.536350434,0.718737033,0.536617172,0.536350434,0.182386599,0.536350434,0.536350434,0.536350434,ok
194,0.6,2,gbdt,0.1,2,45,0.083571646,255,multi_error,750,0.6,1000,3,50,12,multiclass,0.73315131,-0.535994784,0.8309656,0.543908005,0.535994784,0.294970816,0.535994784,0.535994784,0.535994784,ok
142,0.6,3,gbdt,0.1,5,45,0.095953874,128,multi_error,1200,0.8,1000,3,100,12,multiclass,0.709907135,-0.535579858,0.706852265,0.533149581,0.535579858,0.171272407,0.535579858,0.535579858,0.535579858,ok
281,0.6,2,gbdt,0.6,5,45,0.095117137,255,multi_error,750,1.2,1000,3,150,12,multiclass,0.692996344,-0.535431671,0.745302405,0.53495747,0.535431671,0.209870734,0.535431671,0.535431671,0.535431671,ok
236,0.6,5,gbdt,0.6,2,15,0.060295296,255,multi_error,750,2.4,1000,3,50,12,multiclass,0.728340625,-0.534868558,0.666238565,0.531697342,0.534868558,0.131370007,0.534868558,0.534868558,0.534868558,ok
280,0.4,2,gbdt,0.2,2,45,0.086347685,128,multi_error,750,0.6,1000,3,125,12,multiclass,0.698272722,-0.534335082,0.776906206,0.535757684,0.534335082,0.242571124,0.534335082,0.534335082,0.534335082,ok
140,0.4,5,gbdt,0.3,2,15,0.087685632,128,multi_error,1200,0.6,1000,3,100,12,multiclass,0.722946902,-0.534305444,0.725830353,0.531875167,0.534305444,0.191524909,0.534305444,0.534305444,0.534305444,ok
183,0.3,1,gbdt,0.6,2,45,0.083905216,200,multi_error,750,0.6,1000,3,50,12,multiclass,0.731248367,-0.533712694,0.767985221,0.535905871,0.533712694,0.234272527,0.533712694,0.533712694,0.533712694,ok
38,0.4,2,gbdt,0.6,1,15,0.05,255,multi_error,750,0.4,1000,3,100,12,multiclass,0.7,-0.532734655,0.768024738,0.533594144,0.532734655,0.235290083,0.532734655,0.532734655,0.532734655,ok
179,0.6,2,gbdt,0.2,5,45,0.086677351,200,multi_error,1800,0.6,1000,3,125,12,multiclass,0.714962969,-0.531726979,0.688951019,0.535461308,0.531726979,0.15722404,0.531726979,0.531726979,0.531726979,ok
209,0.4,3,gbdt,0.2,2,45,0.087459395,128,multi_error,750,0.6,1000,3,100,12,multiclass,0.72296512,-0.531519516,0.727707415,0.533327406,0.531519516,0.196187899,0.531519516,0.531519516,0.531519516,ok
449,0.399110486,4,gbdt,0.4,3,400,0.090615452,127,multi_error,1800,0.6,1000,3,75,12,multiclass,0.746051897,-0.531460241,0.632303254,0.530541478,0.531460241,0.100843013,0.531460241,0.531460241,0.531460241,ok
199,0.3,2,gbdt,0.4,2,135,0.088439088,200,multi_error,750,0.6,1000,3,50,12,multiclass,0.719011565,-0.531371329,0.723449448,0.530334015,0.531371329,0.192078119,0.531371329,0.531371329,0.531371329,ok
175,0.3,2,gbdt,0.6,10,45,0.084090925,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.720966402,-0.531045316,0.723498844,0.528377938,0.531045316,0.192453528,0.531045316,0.531045316,0.531045316,ok
154,0.6,2,gbdt,0.6,5,15,0.058610399,255,multi_error,1800,0.8,1000,3,150,12,multiclass,0.679602456,-0.531045316,0.67611784,0.530808216,0.531045316,0.145072524,0.531045316,0.531045316,0.531045316,ok
451,0.39315079,4,gbdt,0.4,3,400,0.090735493,127,multi_error,1800,0.6,1000,3,55,12,multiclass,0.730119746,-0.530986041,0.628608405,0.525799472,0.530986041,0.097622364,0.530986041,0.530986041,0.530986041,ok
152,0.6,3,gbdt,0.6,2,15,0.066755635,255,multi_error,1800,0.8,1000,3,150,12,multiclass,0.666604732,-0.530778578,0.702060817,0.532734655,0.530778578,0.171282239,0.530778578,0.530778578,0.530778578,ok
153,0.3,1,gbdt,0.6,10,15,0.050292073,255,multi_error,750,0.8,1000,3,150,12,multiclass,0.686155357,-0.530660028,0.644751141,0.526303311,0.530660028,0.114091113,0.530660028,0.530660028,0.530660028,ok
195,0.6,3,gbdt,0.6,2,135,0.081660889,255,multi_error,1200,2.4,1000,3,125,12,multiclass,0.723948018,-0.530660028,0.639544763,0.531845529,0.530660028,0.108884735,0.530660028,0.530660028,0.530660028,ok
289,0.6,2,gbdt,0.2,2,270,0.077921466,255,multi_error,1800,1.2,1000,3,125,12,multiclass,0.717057812,-0.530571115,0.64299263,0.527666637,0.530571115,0.112421515,0.530571115,0.530571115,0.530571115,ok
132,0.6,2,gbdt,0.2,2,15,0.089767511,128,multi_error,750,1.2,1000,3,100,12,multiclass,0.691972868,-0.530482203,0.700154117,0.527044249,0.530482203,0.169671914,0.530482203,0.530482203,0.530482203,ok
139,0.6,2,gbdt,0.6,10,270,0.089305757,128,multi_error,750,1.2,1000,3,100,12,multiclass,0.698460247,-0.530422928,0.680217739,0.530897128,0.530422928,0.149794811,0.530422928,0.530422928,0.530422928,ok
191,0.3,2,gbdt,0.6,5,135,0.092496554,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.735906579,-0.53027474,0.735245302,0.53220118,0.53027474,0.204970562,0.53027474,0.53027474,0.53027474,ok
455,0.382289803,4,gbdt,0.4,3,400,0.092605475,127,multi_error,1800,0.6,1000,3,55,12,multiclass,0.747782526,-0.530215465,0.621702792,0.527310987,0.530215465,0.091487327,0.530215465,0.530215465,0.530215465,ok
369,0.388074029,4,gbdt,0.4,3,400,0.092808862,127,multi_error,1800,0.6,1000,3,75,12,multiclass,0.745295965,-0.530185827,0.626869653,0.529355976,0.530185827,0.096683826,0.530185827,0.530185827,0.530185827,ok
53,0.4,2,gbdt,0.2,1,15,0.075,255,multi_error,750,0.3,1000,3,100,12,multiclass,0.66,-0.530096915,0.787002825,0.532734655,0.530096915,0.25690591,0.530096915,0.530096915,0.530096915,ok
216,0.6,3,gbdt,0.6,10,135,0.071234357,200,multi_error,1800,0.8,1000,3,125,12,multiclass,0.743592931,-0.529889452,0.684189208,0.537150648,0.529889452,0.154299756,0.529889452,0.529889452,0.529889452,ok
494,0.39127984,4,gbdt,0.6,3,270,0.092144782,127,multi_error,1800,0.7,1000,3,75,12,multiclass,0.709364735,-0.529830177,0.643713817,0.530719303,0.529830177,0.11388364,0.529830177,0.529830177,0.529830177,ok
242,0.4,3,gbdt,0.2,2,270,0.054138986,128,multi_error,750,0.6,1000,3,125,12,multiclass,0.688411011,-0.529800539,0.638665507,0.519545953,0.529800539,0.108864968,0.529800539,0.529800539,0.529800539,ok
291,0.4,2,gbdt,0.1,2,45,0.083850482,128,multi_error,750,0.6,1000,3,125,12,multiclass,0.704581556,-0.529711627,0.731757918,0.528200113,0.529711627,0.202046291,0.529711627,0.529711627,0.529711627,ok
228,0.6,3,gbdt,0.6,2,135,0.06623627,128,multi_error,1800,0.6,1000,3,125,12,multiclass,0.703201798,-0.529533802,0.693940053,0.536943185,0.529533802,0.164406251,0.529533802,0.529533802,0.529533802,ok
59,0.4,8,gbdt,0.2,1,15,0.05,255,multi_error,750,0.3,1000,3,50,12,multiclass,0.66,-0.529385614,0.716701903,0.528941051,0.529385614,0.187316289,0.529385614,0.529385614,0.529385614,ok
487,0.388953044,5,gbdt,0.4,3,270,0.087594888,127,multi_error,1800,0.6,1000,3,75,12,multiclass,0.741400087,-0.529118876,0.636185809,0.527518449,0.529118876,0.107066933,0.529118876,0.529118876,0.529118876,ok
446,0.388395681,4,gbdt,0.4,3,400,0.093030433,127,multi_error,1800,0.6,1000,3,65,12,multiclass,0.739608251,-0.529029964,0.629734643,0.523487745,0.529029964,0.100704679,0.529029964,0.529029964,0.529029964,ok
131,0.4,2,gbdt,0.4,2,270,0.080634821,200,multi_error,750,0.6,1000,3,100,12,multiclass,0.66767288,-0.528941051,0.713303432,0.528022287,0.528941051,0.184362381,0.528941051,0.528941051,0.528941051,ok
262,0.6,2,gbdt,0.2,10,45,0.072563991,255,multi_error,1800,0.6,1000,3,125,12,multiclass,0.689272548,-0.528911413,0.662909249,0.525858748,0.528911413,0.133997836,0.528911413,0.528911413,0.528911413,ok
148,0.4,2,gbdt,0.6,10,15,0.055544325,255,multi_error,750,0.8,1000,3,150,12,multiclass,0.671490008,-0.528644676,0.698850052,0.529859814,0.528644676,0.170205376,0.528644676,0.528644676,0.528644676,ok
125,0.4,5,gbdt,0.4,2,270,0.082957475,128,multi_error,1200,0.6,1000,3,50,12,multiclass,0.749780146,-0.528377938,0.684337397,0.530719303,0.528377938,0.155959459,0.528377938,0.528377938,0.528377938,ok
260,0.3,2,gbdt,0.6,2,45,0.086697067,255,multi_error,750,0.6,1000,3,75,12,multiclass,0.701461376,-0.528318663,0.759805181,0.534186894,0.528318663,0.231486518,0.528318663,0.528318663,0.528318663,ok
232,0.3,3,gbdt,0.6,2,135,0.068420565,255,multi_error,1200,0.6,1000,3,125,12,multiclass,0.72205365,-0.528140838,0.64681591,0.532705018,0.528140838,0.118675072,0.528140838,0.528140838,0.528140838,ok
223,0.3,2,gbdt,0.6,2,45,0.06854813,128,multi_error,750,1.2,1000,3,75,12,multiclass,0.719471924,-0.528051925,0.683626089,0.528170475,0.528051925,0.155574164,0.528051925,0.528051925,0.528051925,ok
264,0.6,2,gbdt,0.6,2,45,0.077697025,255,multi_error,750,2.4,1000,3,125,12,multiclass,0.698720503,-0.527933375,0.650145225,0.51945704,0.527933375,0.12221185,0.527933375,0.527933375,0.527933375,ok
452,0.391471144,4,gbdt,0.4,3,400,0.089751709,127,multi_error,1800,0.6,1000,3,65,12,multiclass,0.730409151,-0.527903737,0.629211041,0.526451498,0.527903737,0.101307304,0.527903737,0.527903737,0.527903737,ok
463,0.397289933,4,gbdt,0.4,3,400,0.089773079,127,multi_error,1800,0.6,1000,3,75,12,multiclass,0.748478816,-0.5278741,0.635484381,0.528496488,0.5278741,0.107610281,0.5278741,0.5278741,0.5278741,ok
235,0.6,3,gbdt,0.1,10,135,0.097811995,128,multi_error,750,0.6,1000,3,100,12,multiclass,0.717538467,-0.527725912,0.724259548,0.533949794,0.527725912,0.196533636,0.527725912,0.527725912,0.527725912,ok
33,0.2,2,gbdt,0.6,1,15,0.075,200,multi_error,750,0.4,1000,3,100,12,multiclass,0.75,-0.527725912,0.680020154,0.522924632,0.527725912,0.152294242,0.527725912,0.527725912,0.527725912,ok
445,0.39407654,4,gbdt,0.4,3,400,0.090616264,127,multi_error,1800,0.6,1000,3,55,12,multiclass,0.737994521,-0.527725912,0.629537057,0.527133161,0.527725912,0.101811145,0.527725912,0.527725912,0.527725912,ok
278,0.3,5,gbdt,0.6,2,45,0.089586737,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.700425717,-0.527666637,0.749688803,0.531193503,0.527666637,0.222022166,0.527666637,0.527666637,0.527666637,ok
190,0.6,1,gbdt,0.3,2,45,0.090577898,255,multi_error,1200,2.4,1000,3,75,12,multiclass,0.710094529,-0.527459174,0.625368003,0.527014611,0.527459174,0.097908829,0.527459174,0.527459174,0.527459174,ok
227,0.4,3,gbdt,0.1,5,135,0.07568594,255,multi_error,750,0.8,1000,3,50,12,multiclass,0.706371229,-0.527429537,0.661684219,0.518301177,0.527429537,0.134254682,0.527429537,0.527429537,0.527429537,ok
478,0.393129462,4,gbdt,0.5,3,400,0.094914352,127,multi_error,1800,0.5,1000,3,80,12,multiclass,0.726756995,-0.527370262,0.637420719,0.522213331,0.527370262,0.110050457,0.527370262,0.527370262,0.527370262,ok
389,0.337773045,4,gbdt,0.3,5,400,0.09718791,255,multi_error,1800,0.6,1000,3,80,12,multiclass,0.74552802,-0.527310987,0.605886072,0.524762159,0.527310987,0.078575085,0.527310987,0.527310987,0.527310987,ok
221,0.6,2,gbdt,0.4,5,45,0.086316042,200,multi_error,750,2.4,1000,3,100,12,multiclass,0.716406783,-0.527251712,0.634318626,0.529267064,0.527251712,0.107066914,0.527251712,0.527251712,0.527251712,ok
456,0.370860973,4,gbdt,0.4,3,400,0.090376153,127,multi_error,1800,0.5,1000,3,50,12,multiclass,0.748677323,-0.527251712,0.624518385,0.526006935,0.527251712,0.097266673,0.527251712,0.527251712,0.527251712,ok
121,0.4,5,gbdt,0.4,2,270,0.093533854,128,multi_error,1200,0.6,1000,3,100,12,multiclass,0.733472269,-0.527162799,0.689454862,0.535461308,0.527162799,0.162292063,0.527162799,0.527162799,0.527162799,ok
51,0.2,2,gbdt,0.6,2,15,0.05,200,multi_error,750,0.4,1000,3,200,12,multiclass,0.8,-0.527162799,0.63386418,0.526244035,0.527162799,0.106701381,0.527162799,0.527162799,0.527162799,ok
373,0.373838103,2,gbdt,0.4,3,800,0.087726639,127,multi_error,1800,0.6,1000,3,50,12,multiclass,0.735681655,-0.527073886,0.599741163,0.521205655,0.527073886,0.072667277,0.527073886,0.527073886,0.527073886,ok
298,0.6,2,gbdt,0.2,2,45,0.074212301,255,multi_error,750,1.2,1000,3,125,12,multiclass,0.675017564,-0.527044249,0.725800715,0.537713761,0.527044249,0.198756466,0.527044249,0.527044249,0.527044249,ok
371,0.394129075,4,gbdt,0.4,3,400,0.090771017,127,multi_error,1800,0.6,1000,3,60,12,multiclass,0.737839545,-0.526984974,0.63262927,0.523487745,0.526984974,0.105644296,0.526984974,0.526984974,0.526984974,ok
119,0.6,1,gbdt,0.1,5,135,0.099280524,255,multi_error,1800,0.6,1000,3,75,12,multiclass,0.718162976,-0.526481136,0.682480093,0.534542545,0.526481136,0.155998957,0.526481136,0.526481136,0.526481136,ok
428,0.392117993,5,gbdt,0.6,15,400,0.083660503,127,multi_error,2400,0.6,1000,3,90,12,multiclass,0.72013615,-0.526421861,0.591768588,0.521531668,0.526421861,0.065346727,0.526421861,0.526421861,0.526421861,ok
450,0.399688307,4,gbdt,0.4,3,400,0.091840487,127,multi_error,1800,0.6,1000,3,70,12,multiclass,0.740332854,-0.526273673,0.629705005,0.523635933,0.526273673,0.103431332,0.526273673,0.526273673,0.526273673,ok
210,0.6,2,gbdt,0.1,10,135,0.093174822,200,multi_error,1800,0.6,1000,3,125,12,multiclass,0.720599276,-0.526244035,0.66030112,0.525295634,0.526244035,0.134057085,0.526244035,0.526244035,0.526244035,ok
355,0.399611677,4,gbdt,0.4,3,400,0.088377437,127,multi_error,1800,0.6,1000,3,115,12,multiclass,0.743798341,-0.52618476,0.630268124,0.527162799,0.52618476,0.104083364,0.52618476,0.52618476,0.52618476,ok
477,0.384059888,4,gbdt,0.4,7,400,0.093456431,127,multi_error,1800,0.6,1000,3,55,12,multiclass,0.745305025,-0.526125485,0.626563395,0.530126552,0.526125485,0.10043791,0.526125485,0.526125485,0.526125485,ok
46,0.2,2,gbdt,0.8,0.4,15,0.075,200,multi_error,750,0.2,1000,3,150,12,multiclass,0.8,-0.52606621,0.665280275,0.523843395,0.52606621,0.139214065,0.52606621,0.52606621,0.52606621,ok
192,0.6,2,gbdt,0.2,10,45,0.099399781,255,multi_error,1800,1.2,1000,3,125,12,multiclass,0.741541455,-0.525799472,0.649918002,0.526955336,0.525799472,0.12411853,0.525799472,0.525799472,0.525799472,ok
161,0.6,1,gbdt,0.1,2,15,0.09996678,200,multi_error,1800,0.8,1000,3,150,12,multiclass,0.690885941,-0.525769835,0.687884057,0.524317596,0.525769835,0.162114222,0.525769835,0.525769835,0.525769835,ok
282,0.6,2,gbdt,0.1,2,270,0.088126297,255,multi_error,1800,0.6,1000,3,50,12,multiclass,0.689986008,-0.525740197,0.654600778,0.521916956,0.525740197,0.128860581,0.525740197,0.525740197,0.525740197,ok
394,0.371085544,4,gbdt,0.3,5,400,0.092245308,255,multi_error,1800,0.6,1000,3,75,12,multiclass,0.749694551,-0.525680922,0.622799391,0.527488812,0.525680922,0.097118469,0.525680922,0.525680922,0.525680922,ok
423,0.362917014,4,gbdt,0.2,5,270,0.088065398,127,multi_error,1800,0.6,1000,3,70,12,multiclass,0.736774459,-0.525503097,0.597133034,0.521472393,0.525503097,0.071629937,0.525503097,0.525503097,0.525503097,ok
215,0.3,2,gbdt,0.6,5,45,0.099269361,200,multi_error,750,1.2,1000,3,100,12,multiclass,0.732429909,-0.525443822,0.66657446,0.527429537,0.525443822,0.141130638,0.525443822,0.525443822,0.525443822,ok
462,0.3764209,4,gbdt,0.4,3,400,0.086378468,127,multi_error,1800,1,1000,3,50,12,multiclass,0.736190373,-0.525384547,0.611299915,0.523250645,0.525384547,0.085915368,0.525384547,0.525384547,0.525384547,ok
101,0.6,1,gbdt,0.4,5,15,0.060227343,128,multi_error,1800,2.4,1000,3,75,12,multiclass,0.724073574,-0.525177084,0.601331726,0.523813758,0.525177084,0.076154642,0.525177084,0.525177084,0.525177084,ok
115,0.6,3,gbdt,0.3,2,135,0.077157327,200,multi_error,1800,0.8,1000,3,75,12,multiclass,0.681583331,-0.525117809,0.675811582,0.526095848,0.525117809,0.150693773,0.525117809,0.525117809,0.525117809,ok
86,0.2,8,gbdt,0.8,2,5,0.075,255,multi_error,500,0.3,1000,3,200,12,multiclass,0.7,-0.524880709,0.729436289,0.522035506,0.524880709,0.20455558,0.524880709,0.524880709,0.524880709,ok
470,0.379003627,4,gbdt,0.4,3,400,0.094258872,127,multi_error,1800,0.7,1000,3,80,12,multiclass,0.723368675,-0.524791796,0.61872913,0.526955336,0.524791796,0.093937334,0.524791796,0.524791796,0.524791796,ok
448,0.380259368,4,gbdt,0.4,3,400,0.093112732,127,multi_error,1800,0.6,1000,3,60,12,multiclass,0.733453622,-0.524732521,0.628934421,0.528555763,0.524732521,0.1042019,0.524732521,0.524732521,0.524732521,ok
367,0.348083044,4,gbdt,0.4,3,400,0.092818787,127,multi_error,1800,0.6,1000,3,80,12,multiclass,0.744678653,-0.524554696,0.618650096,0.526155123,0.524554696,0.0940954,0.524554696,0.524554696,0.524554696,ok
453,0.385751427,4,gbdt,0.4,3,400,0.091385647,127,multi_error,1800,0.6,1000,3,70,12,multiclass,0.728108787,-0.524436146,0.627245065,0.526955336,0.524436146,0.102808919,0.524436146,0.524436146,0.524436146,ok
185,0.6,2,gbdt,0.2,5,45,0.085634797,255,multi_error,1200,2.4,1000,3,75,12,multiclass,0.717856164,-0.524406508,0.605747762,0.524406508,0.524406508,0.081341254,0.524406508,0.524406508,0.524406508,ok
234,0.4,3,gbdt,0.2,2,135,0.071179464,255,multi_error,1800,0.8,1000,3,125,12,multiclass,0.708449346,-0.524347233,0.615192349,0.52162058,0.524347233,0.090845116,0.524347233,0.524347233,0.524347233,ok
92,0.2,8,gbdt,0.8,2,5,0.075,255,multi_error,500,0.2,1000,3,150,12,multiclass,0.66,-0.524287958,0.740224457,0.520405441,0.524287958,0.215936499,0.524287958,0.524287958,0.524287958,ok
454,0.399155243,4,gbdt,0.4,3,400,0.088619551,127,multi_error,1800,0.6,1000,3,75,12,multiclass,0.712184195,-0.524169408,0.620971726,0.525740197,0.524169408,0.096802318,0.524169408,0.524169408,0.524169408,ok
491,0.357127043,4,gbdt,0.1,3,400,0.09588751,127,multi_error,1800,0.6,1000,3,65,12,multiclass,0.749939522,-0.524169408,0.59897058,0.52173913,0.524169408,0.074801172,0.524169408,0.524169408,0.524169408,ok
365,0.326530205,4,gbdt,0.4,3,400,0.095990404,127,multi_error,1800,0.6,1000,3,75,12,multiclass,0.749506393,-0.524110133,0.613325166,0.529089239,0.524110133,0.089215033,0.524110133,0.524110133,0.524110133,ok
411,0.382040732,4,gbdt,0.2,3,400,0.087461733,255,multi_error,1800,0.5,1000,3,55,12,multiclass,0.740158658,-0.523991583,0.614678627,0.51921994,0.523991583,0.090687044,0.523991583,0.523991583,0.523991583,ok
437,0.321745322,3,gbdt,0.6,5,540,0.089207049,127,multi_error,1800,0.7,1000,3,65,12,multiclass,0.749962231,-0.523843395,0.600768608,0.521413118,0.523843395,0.076925213,0.523843395,0.523843395,0.523843395,ok
130,0.3,2,gbdt,0.4,10,45,0.072482139,128,multi_error,750,0.6,1000,3,100,12,multiclass,0.660857245,-0.523724845,0.642775286,0.523013544,0.523724845,0.119050441,0.523724845,0.523724845,0.523724845,ok
188,0.2,3,gbdt,0.6,2,45,0.076651308,200,multi_error,750,0.6,1000,3,50,12,multiclass,0.721125057,-0.523695208,0.646292308,0.522509706,0.523695208,0.1225971,0.523695208,0.523695208,0.523695208,ok
372,0.391069098,4,gbdt,0.4,3,400,0.090838974,127,multi_error,1800,0.6,1000,3,60,12,multiclass,0.74149411,-0.52366557,0.629329592,0.529444889,0.52366557,0.105664022,0.52366557,0.52366557,0.52366557,ok
482,0.377493003,4,gbdt,0.4,3,400,0.096433499,127,multi_error,1800,0.7,1000,3,85,12,multiclass,0.705515986,-0.523635933,0.621742309,0.523043182,0.523635933,0.098106376,0.523635933,0.523635933,0.523635933,ok
499,0.343000725,4,gbdt,0.4,3,400,0.092800057,127,multi_error,1800,0.6,1000,3,100,12,multiclass,0.740201026,-0.523635933,0.616298828,0.522420794,0.523635933,0.092662895,0.523635933,0.523635933,0.523635933,ok
323,0.289874577,4,gbdt,0.6,7,400,0.093958048,63,multi_error,1800,0.7,1000,3,115,12,multiclass,0.718616468,-0.523635933,0.587164846,0.519486678,0.523635933,0.063528913,0.523635933,0.523635933,0.523635933,ok
465,0.268018673,4,gbdt,0.6,3,400,0.093704993,127,multi_error,1800,0.6,1000,3,70,12,multiclass,0.746335948,-0.523606295,0.591748829,0.521531668,0.523606295,0.068142534,0.523606295,0.523606295,0.523606295,ok
358,0.331385976,4,gbdt,0.4,3,400,0.09350166,127,multi_error,1800,0.6,1000,3,80,12,multiclass,0.748066653,-0.523576657,0.612979392,0.524643609,0.523576657,0.089402735,0.523576657,0.523576657,0.523576657,ok
285,0.2,5,gbdt,0.6,2,15,0.076907934,128,multi_error,750,0.8,1000,3,125,12,multiclass,0.712553281,-0.523458107,0.667068424,0.52102783,0.523458107,0.143610317,0.523458107,0.523458107,0.523458107,ok
240,0.3,5,gbdt,0.6,2,15,0.093658783,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.723641154,-0.523339557,0.738327636,0.531667704,0.523339557,0.214988079,0.523339557,0.523339557,0.523339557,ok
441,0.396146935,4,gbdt,0.4,3,400,0.093633384,127,multi_error,1800,1,1000,3,70,12,multiclass,0.717618482,-0.52319137,0.6155974,0.522213331,0.52319137,0.09240603,0.52319137,0.52319137,0.52319137,ok
402,0.330710558,3,gbdt,0.6,5,400,0.089962582,255,multi_error,1800,0.5,1000,3,65,12,multiclass,0.745493983,-0.523161732,0.616377863,0.528289025,0.523161732,0.093216131,0.523161732,0.523161732,0.523161732,ok
340,0.398988877,3,gbdt,0.5,15,540,0.085862836,127,multi_error,1800,0.7,1000,3,105,12,multiclass,0.729372261,-0.523102457,0.597745549,0.524110133,0.523102457,0.074643092,0.523102457,0.523102457,0.523102457,ok
439,0.383992802,4,gbdt,0.4,7,400,0.091118589,127,multi_error,1800,0.6,1000,3,105,12,multiclass,0.728720583,-0.523072819,0.617494221,0.525384547,0.523072819,0.094421402,0.523072819,0.523072819,0.523072819,ok
434,0.39968756,4,gbdt,0.1,5,400,0.099904806,127,multi_error,2400,0.5,1000,3,95,12,multiclass,0.734883438,-0.522983907,0.589684061,0.519516315,0.522983907,0.066700154,0.522983907,0.522983907,0.522983907,ok
460,0.3679795,4,gbdt,0.4,3,400,0.087258536,127,multi_error,1800,0.6,1000,3,55,12,multiclass,0.73453329,-0.522894994,0.614441525,0.527222074,0.522894994,0.091546531,0.522894994,0.522894994,0.522894994,ok
383,0.353750894,2,gbdt,0.4,3,800,0.091394319,127,multi_error,1800,0.6,1000,3,50,12,multiclass,0.736974335,-0.522746807,0.597004604,0.521561305,0.522746807,0.074257797,0.522746807,0.522746807,0.522746807,ok
7,0.2,5,gbdt,0.8,2,5,0.05,300,multi_error,750,0.3,1000,3,150,12,multiclass,0.75,-0.522717169,0.645531604,0.526510773,0.522717169,0.122814435,0.522717169,0.522717169,0.522717169,ok
483,0.3999705,4,gbdt,0.4,7,400,0.085872028,127,multi_error,1800,1.8,1000,3,50,12,multiclass,0.736992065,-0.522657894,0.581168126,0.524228683,0.522657894,0.058510232,0.522657894,0.522657894,0.522657894,ok
39,0.2,2,gbdt,0.4,1,1,0.075,200,multi_error,1200,0.4,1000,3,150,12,multiclass,0.75,-0.522509706,0.59909901,0.520850004,0.522509706,0.076589304,0.522509706,0.522509706,0.522509706,ok
160,0.3,2,gbdt,0.6,2,45,0.07245162,255,multi_error,750,1.2,1000,3,150,12,multiclass,0.697852953,-0.522450431,0.707583332,0.531934442,0.522450431,0.185132901,0.522450431,0.522450431,0.522450431,ok
