,bagging_fraction,bagging_freq,boosting_type,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_bin,metric,min_data_in_leaf,min_gain_to_split,num_boost_round,num_class,num_leaves,num_threads,objective,reduced_dimension,loss,accuracy_score_train,accuracy_score_valid,accuracy_score_test,,precision_score_test,recall_score_test,f1_score_test,status
115,0.34,3,gbdt,0.6,17,360,0.75,255,multi_error,1200,0.58,1000,3,100,12,multiclass,0.7,-0.490323345,0.640364743,0.493257461,0.490323345,0.150041398,0.490323345,0.490323345,0.490323345,ok
81,0.36,4,gbdt,0.6,3,480,0.9,255,multi_error,750,0.66,1000,3,115,12,multiclass,0.66,-0.490234433,0.634960779,0.490441896,0.490234433,0.144726346,0.490234433,0.490234433,0.490234433,ok
35,0.3,4,gbdt,0.6,17,420,0.8,127,multi_error,1200,0.58,1000,3,125,12,multiclass,0.68,-0.490115883,0.55779376,0.490471533,0.490115883,0.067677877,0.490115883,0.490115883,0.490115883,ok
95,0.32,3,gbdt,0.4,17,480,0.75,127,multi_error,1350,0.62,1000,3,100,12,multiclass,0.67,-0.489878782,0.561656557,0.491775585,0.489878782,0.071777775,0.489878782,0.489878782,0.489878782,ok
116,0.3,4,gbdt,0.3,17,510,0.8,31,multi_error,1350,0.5,1000,3,100,12,multiclass,0.66,-0.489582407,0.54948529,0.490916096,0.489582407,0.059902883,0.489582407,0.489582407,0.489582407,ok
190,0.32,3,gbdt,0.4,2,450,0.75,127,multi_error,1350,0.66,1000,3,125,12,multiclass,0.67,-0.489345307,0.587490862,0.491064284,0.489345307,0.098145555,0.489345307,0.489345307,0.489345307,ok
51,0.32,3,gbdt,0.5,4,510,0.9,63,multi_error,1200,0.54,1000,3,20,12,multiclass,0.71,-0.489197119,0.568591808,0.489849145,0.489197119,0.079394689,0.489197119,0.489197119,0.489197119,ok
96,0.4,4,gbdt,0.3,2,420,0.95,63,multi_error,1500,0.5,1000,3,50,12,multiclass,0.72,-0.489108207,0.598792753,0.49254616,0.489108207,0.109684546,0.489108207,0.489108207,0.489108207,ok
36,0.34,4,gbdt,0.3,3,360,0.75,31,multi_error,1050,0.5,1000,3,115,12,multiclass,0.67,-0.489019294,0.593418427,0.491597759,0.489019294,0.104399133,0.489019294,0.489019294,0.489019294,ok
13,0.3,3,gbdt,0.5,15,450,0.85,63,multi_error,1500,0.58,1000,3,115,12,multiclass,0.69,-0.489019294,0.545355753,0.493316736,0.489019294,0.056336459,0.489019294,0.489019294,0.489019294,ok
198,0.38,3,gbdt,0.4,13,270,0.8,127,multi_error,1500,0.58,1000,3,20,12,multiclass,0.69,-0.488960019,0.556341507,0.497584541,0.488960019,0.067381488,0.488960019,0.488960019,0.488960019,ok
131,0.4,3,gbdt,0.3,2,300,0.9,31,multi_error,750,0.66,1000,3,50,12,multiclass,0.73,-0.488841469,0.607713738,0.495480276,0.488841469,0.118872269,0.488841469,0.488841469,0.488841469,ok
59,0.3,3,gbdt,0.6,3,450,0.75,31,multi_error,1650,0.62,1000,3,20,12,multiclass,0.68,-0.488634006,0.546116457,0.490945734,0.488634006,0.057482451,0.488634006,0.488634006,0.488634006,ok
79,0.4,4,gbdt,0.3,17,300,0.85,31,multi_error,1200,0.5,1000,3,50,12,multiclass,0.7,-0.488604369,0.575319595,0.497614179,0.488604369,0.086715226,0.488604369,0.488604369,0.488604369,ok
9,0.34,4,gbdt,0.4,13,330,0.8,31,multi_error,1050,0.66,1000,3,100,12,multiclass,0.69,-0.488485818,0.560441406,0.495035713,0.488485818,0.071955588,0.488485818,0.488485818,0.488485818,ok
1,0.36,3,gbdt,0.5,4,450,0.95,255,multi_error,1200,0.58,1000,3,125,12,multiclass,0.72,-0.488426543,0.57783881,0.491449572,0.488426543,0.089412267,0.488426543,0.488426543,0.488426543,ok
73,0.34,4,gbdt,0.3,15,420,0.95,31,multi_error,1050,0.62,1000,3,100,12,multiclass,0.73,-0.488396906,0.575151647,0.497110341,0.488396906,0.086754741,0.488396906,0.488396906,0.488396906,ok
89,0.3,4,gbdt,0.4,3,450,0.9,127,multi_error,900,0.58,1000,3,115,12,multiclass,0.72,-0.488130168,0.566171386,0.494087312,0.488130168,0.078041218,0.488130168,0.488130168,0.488130168,ok
12,0.32,4,gbdt,0.4,17,480,0.9,63,multi_error,1650,0.54,1000,3,115,12,multiclass,0.67,-0.488041255,0.557922191,0.488693281,0.488041255,0.069880936,0.488041255,0.488041255,0.488041255,ok
8,0.38,3,gbdt,0.5,3,420,0.95,63,multi_error,1050,0.58,1000,3,50,12,multiclass,0.73,-0.487804155,0.611685207,0.49699179,0.487804155,0.123881052,0.487804155,0.487804155,0.487804155,ok
106,0.34,4,gbdt,0.3,2,330,0.75,31,multi_error,1200,0.54,1000,3,50,12,multiclass,0.74,-0.48774488,0.616535931,0.500607569,0.48774488,0.128791051,0.48774488,0.48774488,0.48774488,ok
184,0.36,3,gbdt,0.4,3,450,0.95,127,multi_error,1500,0.5,1000,3,20,12,multiclass,0.72,-0.487655968,0.551065974,0.494798613,0.487655968,0.063410006,0.487655968,0.487655968,0.487655968,ok
3,0.32,3,gbdt,0.5,4,330,0.8,31,multi_error,1500,0.58,1000,3,20,12,multiclass,0.66,-0.487241042,0.550858509,0.489345307,0.487241042,0.063617467,0.487241042,0.487241042,0.487241042,ok
104,0.32,4,gbdt,0.3,13,510,0.95,127,multi_error,1650,0.62,1000,3,100,12,multiclass,0.7,-0.487211405,0.5591571,0.485196052,0.487211405,0.071945695,0.487211405,0.487211405,0.487211405,ok
0,0.3,4,gbdt,0.3,3,450,0.8,63,multi_error,1500,0.54,1000,3,50,12,multiclass,0.66,-0.487211405,0.537314023,0.487211405,0.487211405,0.050102618,0.487211405,0.487211405,0.487211405,ok
6,0.3,3,gbdt,0.4,4,300,0.85,63,multi_error,900,0.5,1000,3,30,12,multiclass,0.7,-0.486944667,0.565499595,0.486174091,0.486944667,0.078554928,0.486944667,0.486944667,0.486944667,ok
14,0.36,4,gbdt,0.6,13,270,0.95,63,multi_error,900,0.54,1000,3,115,12,multiclass,0.7,-0.486737204,0.586315228,0.486944667,0.486737204,0.099578024,0.486737204,0.486737204,0.486737204,ok
10,0.38,3,gbdt,0.5,4,450,0.9,255,multi_error,750,0.66,1000,3,100,12,multiclass,0.68,-0.485907353,0.580120922,0.492931448,0.485907353,0.094213569,0.485907353,0.485907353,0.485907353,ok
154,0.3,4,gbdt,0.3,17,270,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.68,-0.485255327,0.540416115,0.495450639,0.485255327,0.055160788,0.485255327,0.485255327,0.485255327,ok
92,0.34,4,gbdt,0.3,4,480,0.8,31,multi_error,750,0.62,1000,3,100,12,multiclass,0.66,-0.484484751,0.569708166,0.491242109,0.484484751,0.085223415,0.484484751,0.484484751,0.484484751,ok
39,0.34,3,gbdt,0.3,17,270,0.9,31,multi_error,1050,0.5,1000,3,100,12,multiclass,0.66,-0.484336564,0.547460038,0.493642749,0.484336564,0.063123474,0.484336564,0.484336564,0.484336564,ok
19,0.3,3,gbdt,0.6,15,360,0.85,63,multi_error,1650,0.66,1000,3,30,12,multiclass,0.66,-0.484306926,0.525399617,0.488011618,0.484306926,0.041092691,0.484306926,0.484306926,0.484306926,ok
135,0.4,3,gbdt,0.3,4,330,0.75,31,multi_error,900,0.62,1000,3,20,12,multiclass,0.69,-0.484247651,0.5815139,0.500696482,0.484247651,0.097266249,0.484247651,0.484247651,0.484247651,ok
129,0.4,3,gbdt,0.5,4,270,0.95,31,multi_error,1050,0.62,1000,3,20,12,multiclass,0.68,-0.483832726,0.554098911,0.489374944,0.483832726,0.070266185,0.483832726,0.483832726,0.483832726,ok
57,0.32,3,gbdt,0.6,17,480,0.95,127,multi_error,1200,0.62,1000,3,115,12,multiclass,0.67,-0.483803088,0.565548991,0.488396906,0.483803088,0.081745903,0.483803088,0.483803088,0.483803088,ok
136,0.36,3,gbdt,0.5,13,270,0.85,31,multi_error,1050,0.5,1000,3,30,12,multiclass,0.66,-0.483714176,0.568927703,0.492486885,0.483714176,0.085213527,0.483714176,0.483714176,0.483714176,ok
128,0.4,3,gbdt,0.3,4,390,0.85,31,multi_error,900,0.62,1000,3,20,12,multiclass,0.67,-0.483565988,0.629942107,0.494502238,0.483565988,0.146376119,0.483565988,0.483565988,0.483565988,ok
138,0.38,3,gbdt,0.3,3,390,0.95,31,multi_error,1650,0.62,1000,3,20,12,multiclass,0.67,-0.4831807,0.591966173,0.488900744,0.4831807,0.108785473,0.4831807,0.4831807,0.4831807,ok
47,0.32,3,gbdt,0.6,15,300,0.95,63,multi_error,1050,0.54,1000,3,20,12,multiclass,0.67,-0.481224623,0.605560056,0.486589016,0.481224623,0.124335433,0.481224623,0.481224623,0.481224623,ok
