feature_name,importance,%/Sum(importance)
fincfy_q_qoq_lag08,46,0.008%
xrdq_qoq_lag08,46,0.008%
xaccq_yoy_lag09,46,0.008%
tstkq_atq_lag10,46,0.008%
fincfy_q_qoq,45,0.008%
ivchy_q_yoy_lag01,45,0.008%
ivchy_q_yoy_lag02,45,0.008%
fincfy_q_qoq_lag04,45,0.008%
actq_atq_lag06,45,0.008%
sppivy_q_qoq_lag12,45,0.008%
fincfy_q_qoq_lag14,45,0.008%
invchy_q_revtq_lag14,45,0.008%
ivchy_q_qoq_lag15,45,0.008%
mibq_atq_lag15,45,0.008%
xaccq_yoy_lag18,45,0.008%
mibq_atq_lag19,45,0.008%
sivy_q_revtq_lag19,45,0.008%
cshopq_yoy_lag01,44,0.008%
sppivy_q_yoy_lag01,44,0.008%
sppivy_q_yoy_lag03,44,0.008%
sppivy_q_yoy_lag04,44,0.008%
ivchy_q_yoy_lag06,44,0.008%
sppivy_q_revtq_lag06,44,0.008%
recdq_yoy_lag08,44,0.008%
miiq_revtq_lag13,44,0.008%
spiq_yoy_lag15,44,0.008%
tstkq_qoq_lag19,44,0.008%
pstkq_atq,43,0.008%
acomincq_yoy_lag01,43,0.008%
sppivy_q_revtq_lag01,43,0.008%
recchy_q_yoy_lag02,43,0.008%
invchy_q_yoy_lag03,43,0.008%
ancq_atq_lag09,43,0.008%
recchy_q_qoq_lag12,43,0.008%
tstkq_atq_lag13,43,0.008%
sppivy_q_yoy_lag14,43,0.008%
tstkq_qoq_lag15,43,0.008%
recdq_yoy_lag17,43,0.008%
ivncfy_q_revtq_lag17,43,0.008%
drcq_atq_lag01,42,0.008%
invchy_q_revtq_lag02,42,0.008%
invchy_q_qoq_lag05,42,0.008%
fincfy_q_yoy_lag05,42,0.008%
doq_revtq_lag06,42,0.008%
stkcoq_qoq_lag09,42,0.008%
fincfy_q_qoq_lag10,42,0.008%
xrdq_qoq_lag10,42,0.008%
ivchy_q_revtq_lag10,42,0.008%
tstkq_qoq_lag11,42,0.008%
mibq_atq_lag13,42,0.008%
mibq_atq_lag16,42,0.008%
recchy_q_qoq_lag18,42,0.008%
tstkq_atq_lag18,42,0.008%
sppivy_q_yoy,41,0.007%
mibq_atq_lag02,41,0.007%
diladq_atq_lag05,41,0.007%
acomincq_yoy_lag14,41,0.007%
tstkq_atq_lag14,41,0.007%
recchy_q_revtq_lag14,41,0.007%
ivncfy_q_revtq_lag15,41,0.007%
ivchy_q_revtq_lag16,41,0.007%
sppivy_q_qoq,40,0.007%
ivchy_q_revtq,40,0.007%
recdq_qoq_lag07,40,0.007%
invchy_q_revtq_lag07,40,0.007%
recchy_q_yoy_lag09,40,0.007%
drcq_qoq_lag15,40,0.007%
fincfy_q_qoq_lag16,40,0.007%
gdwlq_yoy_lag17,40,0.007%
xrdq_revtq_lag19,40,0.007%
spiq_yoy,39,0.007%
cshopq_qoq_lag01,39,0.007%
recchy_q_qoq_lag03,39,0.007%
cshopq_yoy_lag03,39,0.007%
recdq_qoq_lag05,39,0.007%
sivy_q_revtq_lag05,39,0.007%
acomincq_yoy_lag07,39,0.007%
tstkq_qoq_lag09,39,0.007%
mibq_atq_lag09,39,0.007%
drcq_qoq_lag10,39,0.007%
ivchy_q_yoy_lag10,39,0.007%
dvy_q_revtq_lag10,39,0.007%
invchy_q_yoy_lag12,39,0.007%
ivchy_q_revtq_lag13,39,0.007%
invchy_q_yoy_lag15,39,0.007%
ivchy_q_revtq_lag15,39,0.007%
acomincq_qoq_lag17,39,0.007%
tstkq_yoy_lag17,39,0.007%
acomincq_yoy_lag18,39,0.007%
tstkq_yoy_lag18,39,0.007%
xaccq_qoq_lag03,38,0.007%
cshopq_qoq_lag05,38,0.007%
sppivy_q_revtq_lag05,38,0.007%
tstkq_qoq_lag08,38,0.007%
recchy_q_qoq_lag11,38,0.007%
recchy_q_yoy_lag13,38,0.007%
recchy_q_qoq_lag14,38,0.007%
recchy_q_qoq_lag15,38,0.007%
gdwlq_yoy_lag15,38,0.007%
drcq_atq_lag18,38,0.007%
sppivy_q_revtq,37,0.007%
recdq_qoq_lag03,37,0.007%
invchy_q_revtq_lag03,37,0.007%
tstkq_qoq_lag07,37,0.007%
fincfy_q_qoq_lag09,37,0.007%
doq_revtq_lag09,37,0.007%
sppivy_q_revtq_lag11,37,0.007%
cshopq_qoq_lag12,37,0.007%
ivncfy_q_revtq_lag12,37,0.007%
cshopq_qoq_lag13,37,0.007%
chechy_q_qoq_lag14,37,0.007%
ivncfy_q_revtq_lag16,37,0.007%
ivchy_q_qoq_lag19,37,0.007%
recchy_q_yoy_lag19,37,0.007%
diladq_atq,36,0.007%
ivchy_q_qoq_lag01,36,0.007%
drcq_qoq_lag03,36,0.007%
dcomq_atq_lag05,36,0.007%
drcq_qoq_lag09,36,0.007%
tstkq_qoq_lag10,36,0.007%
ivchy_q_qoq_lag13,36,0.007%
stkcoq_yoy_lag16,36,0.007%
miiq_revtq_lag16,36,0.007%
sivy_q_revtq_lag16,36,0.007%
sppivy_q_qoq_lag17,36,0.007%
spiq_revtq_lag17,36,0.007%
ivncfy_q_revtq_lag18,36,0.007%
dcomq_atq,35,0.006%
diladq_atq_lag04,35,0.006%
sppivy_q_yoy_lag05,35,0.006%
doq_revtq_lag05,35,0.006%
dcomq_atq_lag09,35,0.006%
mibq_atq_lag12,35,0.006%
tstkq_atq_lag16,35,0.006%
invchy_q_revtq_lag16,35,0.006%
txdbq_qoq,34,0.006%
recdq_qoq_lag04,34,0.006%
sppivy_q_yoy_lag06,34,0.006%
dcomq_atq_lag06,34,0.006%
spiq_revtq_lag13,34,0.006%
sppivy_q_revtq_lag14,34,0.006%
invchy_q_qoq_lag16,34,0.006%
recdq_qoq_lag16,34,0.006%
invchy_q_yoy_lag17,34,0.006%
cshopq_qoq_lag19,34,0.006%
ivchy_q_qoq,33,0.006%
recchy_q_qoq_lag01,33,0.006%
ivncfy_q_yoy_lag02,33,0.006%
fincfy_q_qoq_lag03,33,0.006%
miiq_revtq_lag03,33,0.006%
ivchy_q_qoq_lag05,33,0.006%
recchy_q_qoq_lag05,33,0.006%
sppivy_q_qoq_lag05,33,0.006%
cshopq_qoq_lag06,33,0.006%
invchy_q_qoq_lag06,33,0.006%
spiq_revtq_lag07,33,0.006%
sppivy_q_revtq_lag07,33,0.006%
sppivy_q_yoy_lag09,33,0.006%
fincfy_q_yoy_lag10,33,0.006%
ivchy_q_qoq_lag11,33,0.006%
acomincq_yoy_lag11,33,0.006%
recdq_qoq_lag12,33,0.006%
cshopq_yoy_lag13,33,0.006%
invchy_q_qoq_lag18,33,0.006%
sivy_q_revtq_lag18,33,0.006%
invchy_q_yoy_lag19,33,0.006%
ivchy_q_revtq_lag01,32,0.006%
acomincq_qoq_lag03,32,0.006%
acomincq_yoy_lag03,32,0.006%
sivy_q_revtq_lag04,32,0.006%
ivchy_q_yoy_lag05,32,0.006%
txdbq_qoq_lag08,32,0.006%
recdq_qoq_lag09,32,0.006%
diladq_atq_lag09,32,0.006%
sivy_q_revtq_lag09,32,0.006%
xaccq_yoy_lag10,32,0.006%
sppivy_q_yoy_lag11,32,0.006%
recdq_yoy_lag13,32,0.006%
mibq_atq_lag14,32,0.006%
spiq_revtq_lag14,32,0.006%
stkcoq_yoy_lag15,32,0.006%
cshopq_yoy_lag17,32,0.006%
drcq_atq_lag17,32,0.006%
invchy_q_yoy,31,0.006%
mibq_atq_lag01,31,0.006%
recchy_q_qoq_lag02,31,0.006%
txdbq_qoq_lag02,31,0.006%
diladq_atq_lag02,31,0.006%
mibq_atq_lag05,31,0.006%
ivchy_q_revtq_lag08,31,0.006%
spiq_revtq_lag10,31,0.006%
ivchy_q_revtq_lag11,31,0.006%
ivncfy_q_revtq_lag11,31,0.006%
spiq_yoy_lag12,31,0.006%
drcq_atq_lag14,31,0.006%
drcq_qoq_lag16,31,0.006%
cshopq_yoy_lag16,31,0.006%
drcq_qoq_lag17,31,0.006%
drcq_qoq_lag18,31,0.006%
invchy_q_yoy_lag02,30,0.005%
ivchy_q_revtq_lag02,30,0.005%
mibq_atq_lag04,30,0.005%
acomincq_yoy_lag05,30,0.005%
ivchy_q_revtq_lag05,30,0.005%
ivchy_q_qoq_lag09,30,0.005%
invchy_q_yoy_lag09,30,0.005%
ivchy_q_revtq_lag09,30,0.005%
tstkq_yoy_lag13,30,0.005%
miiq_revtq_lag15,30,0.005%
invchy_q_qoq_lag17,30,0.005%
miiq_revtq_lag17,30,0.005%
recdq_qoq_lag02,29,0.005%
dcomq_atq_lag02,29,0.005%
xiq_revtq_lag02,29,0.005%
xaccq_yoy_lag03,29,0.005%
mibq_atq_lag03,29,0.005%
ivchy_q_revtq_lag06,29,0.005%
drcq_qoq_lag07,29,0.005%
ivchy_q_revtq_lag07,29,0.005%
txdbq_qoq_lag09,29,0.005%
ivncfy_q_revtq_lag09,29,0.005%
recchy_q_qoq_lag10,29,0.005%
miiq_revtq_lag12,29,0.005%
tstkq_qoq_lag13,29,0.005%
txdbq_qoq_lag15,29,0.005%
tstkq_qoq_lag17,29,0.005%
ivchy_q_yoy,28,0.005%
cshopq_qoq_lag02,28,0.005%
sppivy_q_qoq_lag03,28,0.005%
invchy_q_yoy_lag04,28,0.005%
ivchy_q_revtq_lag04,28,0.005%
recchy_q_qoq_lag06,28,0.005%
sivy_q_revtq_lag06,28,0.005%
drcq_qoq_lag08,28,0.005%
acomincq_yoy_lag10,28,0.005%
spiq_revtq_lag11,28,0.005%
acomincq_qoq_lag12,28,0.005%
ivchy_q_qoq_lag12,28,0.005%
drcq_qoq_lag13,28,0.005%
doq_revtq_lag14,28,0.005%
sppivy_q_revtq_lag15,28,0.005%
cshopq_qoq_lag16,28,0.005%
ivncfy_q_yoy_lag16,28,0.005%
sppivy_q_revtq_lag16,28,0.005%
drcq_qoq_lag04,27,0.005%
sppivy_q_qoq_lag04,27,0.005%
drcq_atq_lag05,27,0.005%
pstkq_atq_lag06,27,0.005%
txdbq_qoq_lag07,27,0.005%
cshopq_qoq_lag08,27,0.005%
invchy_q_qoq_lag08,27,0.005%
recdq_qoq_lag08,27,0.005%
invchy_q_yoy_lag08,27,0.005%
spiq_yoy_lag09,27,0.005%
drcq_atq_lag09,27,0.005%
dvy_q_revtq_lag09,27,0.005%
cshopq_qoq_lag10,27,0.005%
recdq_qoq_lag11,27,0.005%
cshopq_yoy_lag12,27,0.005%
drcq_qoq_lag14,27,0.005%
pstkq_atq_lag17,27,0.005%
cshopq_qoq_lag18,27,0.005%
drcq_qoq_lag19,27,0.005%
txdbq_qoq_lag01,26,0.005%
invchy_q_qoq_lag03,26,0.005%
ivchy_q_qoq_lag04,26,0.005%
ivchy_q_yoy_lag04,26,0.005%
spiq_revtq_lag04,26,0.005%
ivncfy_q_yoy_lag07,26,0.005%
diladq_atq_lag07,26,0.005%
ivchy_q_yoy_lag09,26,0.005%
cshopq_yoy_lag10,26,0.005%
sppivy_q_yoy_lag10,26,0.005%
cshopq_qoq_lag11,26,0.005%
invchy_q_revtq_lag12,26,0.005%
invchy_q_qoq_lag13,26,0.005%
recchy_q_qoq_lag13,26,0.005%
spiq_yoy_lag13,26,0.005%
ivncfy_q_yoy_lag15,26,0.005%
drcq_atq_lag15,26,0.005%
ivchy_q_yoy_lag17,26,0.005%
sppivy_q_yoy_lag18,26,0.005%
spiq_revtq_lag18,26,0.005%
invchy_q_qoq_lag19,26,0.005%
invchy_q_yoy_lag01,25,0.005%
diladq_atq_lag01,25,0.005%
miiq_revtq_lag01,25,0.005%
xiq_revtq_lag01,25,0.005%
aocipenq_atq_lag02,25,0.005%
txdbq_qoq_lag04,25,0.005%
drcq_qoq_lag05,25,0.005%
recchy_q_qoq_lag08,25,0.005%
cshopq_yoy_lag08,25,0.005%
sppivy_q_yoy_lag08,25,0.005%
acomincq_qoq_lag09,25,0.005%
acomincq_yoy_lag09,25,0.005%
acomincq_qoq_lag10,25,0.005%
invchy_q_qoq_lag10,25,0.005%
ivchy_q_yoy_lag11,25,0.005%
miiq_revtq_lag11,25,0.005%
ivchy_q_yoy_lag12,25,0.005%
diladq_atq_lag12,25,0.005%
ivchy_q_qoq_lag14,25,0.005%
pstkq_atq_lag14,25,0.005%
ivchy_q_revtq_lag14,25,0.005%
acomincq_qoq_lag15,25,0.005%
spiq_revtq_lag16,25,0.005%
txdbq_qoq_lag03,24,0.004%
aocipenq_atq_lag04,24,0.004%
ivncfy_q_qoq_lag05,24,0.004%
pstkq_atq_lag05,24,0.004%
miiq_revtq_lag07,24,0.004%
invchy_q_qoq_lag11,24,0.004%
recdq_qoq_lag13,24,0.004%
cshopq_yoy_lag14,24,0.004%
sppivy_q_qoq_lag19,24,0.004%
sppivy_q_yoy_lag19,24,0.004%
drcq_qoq_lag06,23,0.004%
drcq_atq_lag06,23,0.004%
spiq_yoy_lag08,23,0.004%
drcq_atq_lag08,23,0.004%
spiq_revtq_lag08,23,0.004%
recdq_qoq_lag10,23,0.004%
ivncfy_q_revtq_lag10,23,0.004%
drcq_qoq_lag11,23,0.004%
invchy_q_yoy_lag13,23,0.004%
ivchy_q_yoy_lag13,23,0.004%
recchy_q_qoq_lag16,23,0.004%
gdwlq_yoy_lag16,23,0.004%
cshopq_qoq_lag17,23,0.004%
ivchy_q_qoq_lag17,23,0.004%
recchy_q_qoq_lag17,23,0.004%
xaccq_yoy_lag17,23,0.004%
miiq_revtq_lag18,23,0.004%
acomincq_qoq_lag19,23,0.004%
aocipenq_atq,22,0.004%
ivncfy_q_yoy_lag01,22,0.004%
spiq_yoy_lag03,22,0.004%
invchy_q_qoq_lag04,22,0.004%
drcq_atq_lag04,22,0.004%
mibq_atq_lag06,22,0.004%
drcq_atq_lag07,22,0.004%
doq_revtq_lag08,22,0.004%
miiq_revtq_lag08,22,0.004%
sppivy_q_revtq_lag08,22,0.004%
aocipenq_atq_lag10,22,0.004%
diladq_atq_lag10,22,0.004%
sppivy_q_qoq_lag11,22,0.004%
spiq_qoq_lag12,22,0.004%
ivchy_q_revtq_lag12,22,0.004%
ivchy_q_qoq_lag16,22,0.004%
xaccq_yoy_lag16,22,0.004%
dcomq_atq_lag16,22,0.004%
tstkq_atq_lag17,22,0.004%
sppivy_q_qoq_lag18,22,0.004%
pstkq_atq_lag19,22,0.004%
ivncfy_q_revtq_lag19,22,0.004%
sppivy_q_revtq_lag19,22,0.004%
invchy_q_qoq_lag02,21,0.004%
ivchy_q_qoq_lag03,21,0.004%
ivncfy_q_yoy_lag03,21,0.004%
acomincq_qoq_lag04,21,0.004%
spiq_yoy_lag05,21,0.004%
acomincq_qoq_lag07,21,0.004%
cshopq_qoq_lag09,21,0.004%
acomincq_qoq_lag11,21,0.004%
drcq_atq_lag11,21,0.004%
spiq_revtq_lag12,21,0.004%
invchy_q_qoq_lag14,21,0.004%
xaccq_yoy_lag15,21,0.004%
doq_revtq_lag17,21,0.004%
ivchy_q_revtq_lag17,21,0.004%
xaccq_yoy_lag01,20,0.004%
drcq_atq_lag03,20,0.004%
dcomq_atq_lag04,20,0.004%
txdbq_qoq_lag05,20,0.004%
acomincq_qoq_lag06,20,0.004%
ivchy_q_qoq_lag06,20,0.004%
sppivy_q_qoq_lag06,20,0.004%
dcomq_atq_lag07,20,0.004%
ivncfy_q_qoq_lag08,20,0.004%
sppivy_q_qoq_lag09,20,0.004%
recchy_q_yoy_lag10,20,0.004%
drcq_qoq_lag12,20,0.004%
pstkq_atq_lag13,20,0.004%
invchy_q_qoq_lag15,20,0.004%
cshopq_yoy_lag15,20,0.004%
tstkq_qoq_lag16,20,0.004%
spiq_yoy_lag16,20,0.004%
aocipenq_atq_lag03,19,0.003%
spiq_revtq_lag06,19,0.003%
invchy_q_qoq_lag07,19,0.003%
sivy_q_revtq_lag07,19,0.003%
spiq_qoq_lag08,19,0.003%
invchy_q_qoq_lag09,19,0.003%
recchy_q_qoq_lag09,19,0.003%
txdbq_qoq_lag10,19,0.003%
cshopq_yoy_lag11,19,0.003%
spiq_yoy_lag11,19,0.003%
acomincq_qoq_lag13,19,0.003%
xaccq_yoy_lag14,19,0.003%
acomincq_yoy_lag17,19,0.003%
dcomq_atq_lag17,19,0.003%
diladq_atq_lag17,19,0.003%
acomincq_qoq_lag18,19,0.003%
ivncfy_q_yoy_lag19,19,0.003%
doq_revtq_lag19,19,0.003%
spiq_yoy_lag02,18,0.003%
xaccq_yoy_lag02,18,0.003%
miiq_revtq_lag05,18,0.003%
rcpq_yoy_lag07,18,0.003%
acomincq_qoq_lag08,18,0.003%
sppivy_q_revtq_lag12,18,0.003%
miiq_revtq_lag14,18,0.003%
cshopq_qoq_lag15,18,0.003%
dcomq_atq_lag15,18,0.003%
dcomq_atq_lag18,18,0.003%
spiq_qoq_lag02,17,0.003%
aocipenq_atq_lag05,17,0.003%
pstkq_atq_lag07,17,0.003%
xiq_revtq_lag07,17,0.003%
miiq_revtq_lag10,17,0.003%
ivncfy_q_qoq_lag13,17,0.003%
spiq_yoy_lag17,17,0.003%
xiq_revtq_lag19,17,0.003%
ivncfy_q_qoq_lag01,16,0.003%
pstkq_atq_lag01,16,0.003%
acchgq_revtq_lag01,16,0.003%
recchy_q_qoq_lag04,16,0.003%
xaccq_yoy_lag05,16,0.003%
spiq_qoq_lag06,16,0.003%
mibq_atq_lag07,16,0.003%
dcomq_atq_lag08,16,0.003%
xiq_revtq_lag08,16,0.003%
dcomq_atq_lag10,16,0.003%
pstkq_atq_lag10,16,0.003%
invchy_q_qoq_lag12,16,0.003%
dcomq_atq_lag13,16,0.003%
drcq_atq_lag13,16,0.003%
acomincq_qoq_lag14,16,0.003%
spiq_revtq_lag15,16,0.003%
acomincq_yoy_lag19,16,0.003%
invchy_q_qoq_lag01,15,0.003%
spiq_yoy_lag01,15,0.003%
acchgq_revtq_lag02,15,0.003%
sppivy_q_revtq_lag03,15,0.003%
xaccq_qoq_lag04,15,0.003%
xaccq_yoy_lag08,15,0.003%
aocipenq_atq_lag08,15,0.003%
ivncfy_q_yoy_lag11,15,0.003%
dcomq_atq_lag11,15,0.003%
acomincq_yoy_lag15,15,0.003%
recdq_qoq_lag17,15,0.003%
doq_revtq_lag18,15,0.003%
acchgq_revtq,14,0.003%
xaccq_qoq_lag01,14,0.003%
esopctq_atq_lag03,14,0.003%
pstkq_atq_lag04,14,0.003%
miiq_revtq_lag04,14,0.003%
recdq_qoq_lag06,14,0.003%
txdbq_qoq_lag06,14,0.003%
diladq_atq_lag06,14,0.003%
miiq_revtq_lag06,14,0.003%
spiq_yoy_lag07,14,0.003%
aocipenq_atq_lag07,14,0.003%
sppivy_q_qoq_lag08,14,0.003%
drcq_atq_lag10,14,0.003%
ivncfy_q_qoq_lag11,14,0.003%
txdbq_qoq_lag11,14,0.003%
xaccq_qoq_lag11,14,0.003%
xaccq_qoq_lag12,14,0.003%
txdbq_qoq_lag13,14,0.003%
ivncfy_q_yoy_lag13,14,0.003%
xaccq_qoq_lag17,14,0.003%
recdq_qoq_lag18,14,0.003%
xaccq_qoq_lag19,14,0.003%
spiq_qoq_lag01,13,0.002%
dcomq_atq_lag01,13,0.002%
pstkq_atq_lag03,13,0.002%
spiq_yoy_lag04,13,0.002%
xaccq_qoq_lag05,13,0.002%
ivncfy_q_yoy_lag06,13,0.002%
spiq_qoq_lag07,13,0.002%
diladq_atq_lag08,13,0.002%
ivncfy_q_yoy_lag09,13,0.002%
rcpq_yoy_lag09,13,0.002%
pstkq_atq_lag12,13,0.002%
recdq_qoq_lag14,13,0.002%
ivncfy_q_yoy_lag14,13,0.002%
xiq_revtq_lag17,13,0.002%
spiq_qoq_lag19,13,0.002%
txdbq_qoq_lag19,13,0.002%
spiq_yoy_lag19,13,0.002%
ivncfy_q_qoq,12,0.002%
esopctq_atq_lag02,12,0.002%
spiq_qoq_lag03,12,0.002%
spiq_qoq_lag04,12,0.002%
acomincq_qoq_lag05,12,0.002%
spiq_qoq_lag05,12,0.002%
ivncfy_q_qoq_lag06,12,0.002%
pstkq_atq_lag09,12,0.002%
aocipenq_atq_lag12,12,0.002%
aocipenq_atq_lag13,12,0.002%
dcomq_atq_lag14,12,0.002%
xiq_revtq_lag15,12,0.002%
acomincq_qoq_lag16,12,0.002%
ivncfy_q_yoy_lag17,12,0.002%
esopctq_atq_lag17,12,0.002%
ivncfy_q_qoq_lag18,12,0.002%
cshopq_yoy_lag18,12,0.002%
ivncfy_q_qoq_lag19,12,0.002%
xaccq_qoq_lag02,11,0.002%
rcpq_yoy_lag03,11,0.002%
aocipenq_qoq_lag05,11,0.002%
xiq_revtq_lag06,11,0.002%
xaccq_yoy_lag07,11,0.002%
xiq_revtq_lag13,11,0.002%
esopctq_atq_lag15,11,0.002%
pstkq_atq_lag15,11,0.002%
spiq_qoq_lag17,11,0.002%
esopctq_atq_lag19,11,0.002%
rcpq_yoy,10,0.002%
dcomq_atq_lag03,10,0.002%
mibq_atq_lag08,10,0.002%
spiq_qoq_lag09,10,0.002%
spiq_revtq_lag09,10,0.002%
doq_revtq_lag11,10,0.002%
xiq_revtq_lag11,10,0.002%
txdbq_qoq_lag12,10,0.002%
txdbq_qoq_lag14,10,0.002%
ivncfy_q_qoq_lag16,10,0.002%
diladq_atq_lag18,10,0.002%
xiq_revtq_lag18,10,0.002%
xiq_revtq_lag03,9,0.002%
ivncfy_q_yoy_lag05,9,0.002%
xaccq_qoq_lag07,9,0.002%
pstkq_atq_lag08,9,0.002%
rcpq_qoq_lag09,9,0.002%
spiq_yoy_lag10,9,0.002%
diladq_atq_lag11,9,0.002%
dcomq_atq_lag12,9,0.002%
xiq_revtq_lag16,9,0.002%
acchgq_revtq_lag17,9,0.002%
spiq_yoy_lag18,9,0.002%
acchgq_revtq_lag18,9,0.002%
aocipenq_qoq,8,0.001%
xaccq_qoq,8,0.001%
rcpq_yoy_lag02,8,0.001%
rcpq_qoq_lag04,8,0.001%
esopctq_atq_lag04,8,0.001%
acchgq_revtq_lag04,8,0.001%
ivncfy_q_yoy_lag08,8,0.001%
xaccq_qoq_lag09,8,0.001%
miiq_revtq_lag09,8,0.001%
spiq_qoq_lag11,8,0.001%
pstkq_atq_lag11,8,0.001%
xaccq_yoy_lag12,8,0.001%
spiq_qoq_lag13,8,0.001%
xaccq_qoq_lag13,8,0.001%
spiq_qoq_lag14,8,0.001%
diladq_atq_lag14,8,0.001%
xaccq_qoq_lag16,8,0.001%
pstkq_atq_lag16,8,0.001%
spiq_qoq_lag18,8,0.001%
xaccq_yoy_lag19,8,0.001%
aocipenq_atq_lag19,8,0.001%
aocipenq_atq_lag01,7,0.001%
acchgq_revtq_lag03,7,0.001%
ivncfy_q_yoy_lag04,7,0.001%
rcpq_yoy_lag04,7,0.001%
rcpq_yoy_lag05,7,0.001%
rcpq_yoy_lag06,7,0.001%
ivncfy_q_qoq_lag09,7,0.001%
ivncfy_q_yoy_lag10,7,0.001%
drcq_atq_lag12,7,0.001%
ivncfy_q_qoq_lag14,7,0.001%
spiq_yoy_lag14,7,0.001%
doq_revtq_lag15,7,0.001%
ivncfy_q_qoq_lag03,6,0.001%
ivncfy_q_qoq_lag04,6,0.001%
esopctq_atq_lag06,6,0.001%
aocipenq_qoq_lag07,6,0.001%
xaccq_qoq_lag08,6,0.001%
aocipenq_atq_lag09,6,0.001%
ivncfy_q_qoq_lag10,6,0.001%
doq_revtq_lag10,6,0.001%
ivncfy_q_yoy_lag12,6,0.001%
spiq_qoq_lag15,6,0.001%
xaccq_qoq_lag15,6,0.001%
rcpq_qoq_lag18,6,0.001%
rcpq_yoy_lag18,6,0.001%
rcpq_qoq_lag01,5,0.001%
diladq_atq_lag03,5,0.001%
aocipenq_qoq_lag04,5,0.001%
acchgq_revtq_lag05,5,0.001%
xaccq_qoq_lag06,5,0.001%
xaccq_yoy_lag06,5,0.001%
aocipenq_atq_lag06,5,0.001%
ivncfy_q_qoq_lag07,5,0.001%
rcpq_yoy_lag08,5,0.001%
aocipenq_qoq_lag12,5,0.001%
doq_revtq_lag12,5,0.001%
xaccq_yoy_lag13,5,0.001%
diladq_atq_lag13,5,0.001%
doq_revtq_lag13,5,0.001%
xaccq_qoq_lag14,5,0.001%
rcpq_yoy_lag14,5,0.001%
esopctq_atq_lag14,5,0.001%
ivncfy_q_qoq_lag15,5,0.001%
acchgq_revtq_lag15,5,0.001%
rcpq_qoq_lag16,5,0.001%
diladq_atq_lag16,5,0.001%
dcomq_atq_lag19,5,0.001%
rcpq_qoq,4,0.001%
aocipenq_qoq_lag02,4,0.001%
rcpq_qoq_lag02,4,0.001%
rcpq_qoq_lag03,4,0.001%
aocipenq_qoq_lag06,4,0.001%
rcpq_qoq_lag07,4,0.001%
rcpq_qoq_lag08,4,0.001%
aocipenq_qoq_lag09,4,0.001%
aocipenq_qoq_lag10,4,0.001%
spiq_qoq_lag10,4,0.001%
aocipenq_atq_lag11,4,0.001%
ivncfy_q_qoq_lag12,4,0.001%
rcpq_qoq_lag12,4,0.001%
esopctq_atq_lag12,4,0.001%
aocipenq_qoq_lag13,4,0.001%
esopctq_atq_lag13,4,0.001%
rcpq_yoy_lag15,4,0.001%
diladq_atq_lag15,4,0.001%
xaccq_qoq_lag18,4,0.001%
esopctq_atq_lag18,4,0.001%
aocipenq_qoq_lag19,4,0.001%
rcpq_qoq_lag19,4,0.001%
acchgq_revtq_lag19,4,0.001%
aocipenq_qoq_lag01,3,0.001%
rcpq_yoy_lag01,3,0.001%
esopctq_atq_lag01,3,0.001%
ivncfy_q_qoq_lag02,3,0.001%
rcpq_qoq_lag06,3,0.001%
esopctq_atq_lag07,3,0.001%
aocipenq_qoq_lag08,3,0.001%
xiq_revtq_lag09,3,0.001%
xaccq_qoq_lag10,3,0.001%
rcpq_yoy_lag13,3,0.001%
rcpq_qoq_lag14,3,0.001%
xiq_revtq_lag14,3,0.001%
aocipenq_qoq_lag15,3,0.001%
aocipenq_atq_lag15,3,0.001%
aocipenq_qoq_lag16,3,0.001%
spiq_qoq_lag16,3,0.001%
rcpq_yoy_lag16,3,0.001%
doq_revtq_lag16,3,0.001%
aocipenq_qoq_lag17,3,0.001%
ivncfy_q_qoq_lag17,3,0.001%
rcpq_qoq_lag17,3,0.001%
rcpq_yoy_lag17,3,0.001%
aocipenq_atq_lag18,3,0.001%
diladq_atq_lag19,3,0.001%
esopctq_atq,2,0.000%
rcpq_qoq_lag05,2,0.000%
xiq_revtq_lag05,2,0.000%
esopctq_atq_lag08,2,0.000%
xiq_revtq_lag10,2,0.000%
esopctq_atq_lag11,2,0.000%
xiq_revtq_lag12,2,0.000%
rcpq_qoq_lag15,2,0.000%
esopctq_atq_lag16,2,0.000%
acchgq_revtq_lag16,2,0.000%
rcpq_yoy_lag19,2,0.000%
aocipenq_qoq_lag03,1,0.000%
esopctq_atq_lag05,1,0.000%
esopctq_atq_lag09,1,0.000%
rcpq_qoq_lag10,1,0.000%
rcpq_yoy_lag10,1,0.000%
aocipenq_qoq_lag11,1,0.000%
rcpq_qoq_lag11,1,0.000%
rcpq_yoy_lag11,1,0.000%
acchgq_revtq_lag12,1,0.000%
aocipenq_qoq_lag14,1,0.000%
aocipenq_atq_lag14,1,0.000%
aocipenq_atq_lag17,1,0.000%
aocipenq_qoq_lag18,1,0.000%
xiq_revtq_lag04,0,0.000%
acchgq_revtq_lag06,0,0.000%
acchgq_revtq_lag07,0,0.000%
acchgq_revtq_lag08,0,0.000%
acchgq_revtq_lag09,0,0.000%
esopctq_atq_lag10,0,0.000%
acchgq_revtq_lag10,0,0.000%
acchgq_revtq_lag11,0,0.000%
rcpq_yoy_lag12,0,0.000%
rcpq_qoq_lag13,0,0.000%
acchgq_revtq_lag13,0,0.000%
acchgq_revtq_lag14,0,0.000%
aocipenq_atq_lag16,0,0.000%
